2025-04-29,6.04,12333055,,,,,,,,,,
2025-04-30,6.03,14358098,,,,,,,,,,
2025-05-02,6.21,23597227,,,,,,,,,,
2025-05-05,6.12,26004466,,,,,,,,,,
2025-05-06,6.17,17553897,,,,,,,,,,
2025-05-07,6.25,16096772,,,,,,,,,,
2025-05-08,6.82,48590187,,,,,,,,,,
2025-05-09,6.68,59110154,,,,,,,,,,
2025-05-12,6.72,22237354,,,,,,,,,,
2025-05-13,6.86,37073541,,,,,,,,,,
2025-05-14,6.89,22904878,,,,,,,,,,
2025-05-15,6.7,28381421,,,,,,,,,,
2025-05-16,6.6,23774125,,,,,,,,,,
2025-05-19,6.65,28664587,,,,,,,,,,
2025-05-20,6.6,21795880,,,,,,,,,,
2025-05-21,6.6,13016160,,,,,,,,,,
2025-05-22,6.52,13795661,,,,,,,,,,
2025-05-23,6.52,17678889,,,,,,,,,,
2025-05-26,6.41,13845737,,,,,,,,,,
2025-05-27,6.38,9375926,,,,,,,,,,
2025-05-28,6.34,11644202,,,,,,,,,,
2025-05-29,6.44,14206883,,,,,,,,,,
2025-06-02,6.15,16754241,,,,,,,,,,
2025-06-03,6.16,8413396,,,,,,,,,,
2025-06-04,6.17,14736573,,,,,,,,,,
2025-06-05,6.13,12099353,,,,,,,,,,
2025-06-06,6.09,8175690,,,,,,,,,,
2025-06-09,6.09,7546374,,,,,,,,,,
2025-06-10,6.16,11202217,,,,,,,,,,
2025-06-11,6.29,16349827,,,,,,,,,,
2025-06-12,6.21,7828225,,,,,,,,,,
2025-06-13,5.94,21923257,,,,,,,,,,
2025-06-16,5.95,13800987,,,,,,,,,,
2025-06-17,5.97,8464510,,,,,,,,,,
2025-06-18,6.01,11812367,,,,,,,,,,
2025-06-19,5.91,9069066,,,,,,,,,,
2025-06-20,5.91,11632035,,,,,,,,,,
2025-06-23,5.91,9345069,,,,,,,,,,
2025-06-24,6.08,10565212,,,,,,,,,,
2025-06-25,6.06,10834183,,,,,,,,,,
2025-06-26,6.05,7977724,,,,,,,,,,
2025-06-27,6.02,5608023,,,,,,,,,,
2025-06-30,5.98,6043173,,,,,,,,,,
2025-07-01,5.96,6566002,,,,,,,,,,
2025-07-02,5.92,5344414,,,,,,,,,,
2025-07-03,6.12,17357399,,,,,,,,,,
2025-07-04,6.18,20010226,,,,,,,,,,
2025-07-07,5.94,19017802,,,,,,,,,,
2025-07-08,5.83,19677134,,,,,,,,,,
2025-07-09,5.83,9245521,,,,,,,,,,
2025-07-10,5.62,31057914,,,,,,,,,,
2025-07-11,5.65,20366405,,,,,,,,,,
2025-07-14,5.6,5935899,,,,,,,,,,
2025-07-15,5.68,9116902,,,,,,,,,,
2025-07-16,5.83,18141394,,,,,,,,,,
2025-07-17,6.1,23721028,,,,,,,,,,
2025-07-18,6.03,23835799,,,,,,,,,,
2025-07-21,6.03,13407895,,,,,,,,,,
2025-07-22,5.8,20830094,,,,,,,,,,
2025-07-23,6.0,12393651,,,,,,,,,,
2025-07-24,5.94,8865810,,,,,,,,,,
2025-07-25,5.91,7843606,,,,,,,,,,
2025-07-28,5.91,5894810,,,,,,,,,,
2025-07-29,5.92,9051401,,,,,,,,,,
2025-07-30,6.08,19347630,,,,,,,,,,
2025-07-31,6.09,28756877,,,,,,,,,,
2025-08-04,6.26,20643689,,,,,,,,,,
2025-08-05,6.36,17765209,,,,,,,,,,
2025-08-06,6.28,13027225,,,,,,,,,,
2025-08-07,6.15,16182403,,,,,,,,,,
2025-08-08,6.1,9893673,,,,,,,,,,
2025-08-11,5.97,14023346,,,,,,,,,,
2025-08-12,5.93,9886596,,,,,,,,,,
2025-08-13,5.93,12996292,,,,,,,,,,
2025-08-14,5.91,16384567,,,,,,,,,,
2025-08-15,6.11,51706239,,,,,,,,,,
2025-08-18,6.01,21812189,,,,,,,,,,
2025-08-19,5.92,15592142,,,,,,,,,,
2025-08-20,5.84,23456225,,,,,,,,,,
2025-08-21,5.85,11587093,,,,,,,,,,
2025-08-22,5.84,11622253,,,,,,,,,,
2025-08-25,5.91,10748159,,,,,,,,,,
2025-08-26,5.88,8263465,,,,,,,,,,
2025-08-27,5.93,10341945,,,,,,,,,,
2025-08-28,5.92,10204174,,,,,,,,,,
2025-08-29,5.9,8356263,,,,,,,,,,
2025-09-01,5.78,14305672,,,,,,,,,,
2025-09-02,5.7,14077529,,,,,,,,,,
2025-09-03,5.79,6381127,,,,,,,,,,
2025-09-04,5.83,9023017,,,,,,,,,,
2025-09-05,5.81,7393475,,,,,,,,,,
2025-09-08,5.75,7351252,,,,,,,,,,
2025-09-09,5.76,7410841,,,,,,,,,,
2025-09-10,5.72,10675287,,,,,,,,,,
2025-09-11,5.71,13985915,,,,,,,,,,
2025-09-12,5.88,27816861,,,,,,,,,,
2025-09-15,5.86,17593196,,,,,,,,,,
2025-09-16,5.93,14491418,,,,,,,,,,
2025-09-17,6.08,44564085,,,,,,,,,,
2025-09-18,6.18,70715150,,,,,,,,,,
2025-09-19,6.02,27215854,,,,,,,,,,
2025-09-22,5.94,14818251,,,,,,,,,,
2025-09-23,5.93,10895234,,,,,,,,,,
2025-09-24,6.07,42214791,,,,,,,,,,
2025-09-25,6.13,56366488,,,,,,,,,,
2025-09-26,5.98,23047739,,,,,,,,,,
2025-09-30,6.1,15399582,,,,,,,,,,
2025-10-01,5.97,20922128,,,,,,,,,,
2025-10-02,6.03,10119773,,,,,,,,,,
2025-10-03,5.96,9219410,,,,,,,,,,
2025-10-07,6.36,74315794,,,,,,,,,,
2025-10-08,6.27,28790002,,,,,,,,,,
2025-10-09,6.28,17284297,,,,,,,,,,
2025-10-13,6.39,42426236,,,,,,,,,,
2025-10-14,6.36,115891206,,,,,,,,,,
2025-10-15,6.22,33777950,,,,,,,,,,
2025-10-16,6.21,20344645,,,,,,,,,,
2025-10-17,6.26,16004238,,,,,,,,,,
2025-10-20,6.22,14615772,,,,,,,,,,
2025-10-21,6.29,20456169,,,,,,,,,,
2025-10-22,6.55,61126885,,,,,,,,,,
2025-10-23,6.43,30240999,,,,,,,,,,
2025-10-27,6.52,25430517,,,,,,,,,,
2025-10-28,6.39,23055214,,,,,,,,,,
2025-10-29,6.34,54436523,,,,,,,,,,
2025-10-30,6.28,20061469,,,,,,,,,,
2025-10-31,6.2,11089563,,,,,,,,,,
2025-11-03,6.26,10617159,,,,,,,,,,
2025-11-04,6.16,10939000,,,,,,,,,,
2025-11-05,6.06,18681065,,,,,,,,,,
2025-11-06,6.2,9236385,,,,,,,,,,
2025-11-07,6.05,12780515,,,,,,,,,,
2025-11-10,6.16,28127410,,,,,,,,,,
2025-11-11,5.99,19774198,,,,,,,,,,
2025-11-12,6.04,11468436,,,,,,,,,,
2025-11-13,5.99,20552211,,,,,,,,,,
2025-11-14,5.91,21405137,,,,,,,,,,
2025-11-17,5.9,12819266,,,,,,,,,,
2025-11-18,5.8,16722197,,,,,,,,,,
2025-11-19,5.76,13586157,,,,,,,,,,
2025-11-20,5.88,11892266,,,,,,,,,,
2025-11-21,5.7,15057712,,,,,,,,,,
2025-11-24,5.69,7874414,,,,,,,,,,
2025-11-25,5.78,8189644,,,,,,,,,,
2025-11-26,5.78,6871590,,,,,,,,,,
2025-11-27,5.78,6281815,,,,,,,,,,
2025-11-28,5.72,8278248,,,,,,,,,,
2025-12-01,5.75,6636472,,,,,,,,,,
2025-12-02,5.77,8553333,,,,,,,,,,
2025-12-03,5.81,6414580,,,,,,,,,,
2025-12-04,5.8,5824765,,,,,,,,,,
2025-12-05,5.75,6918511,,,,,,,,,,
2025-12-08,5.82,8971999,,,,,,,,,,
2025-12-09,5.78,8383860,,,,,,,,,,
2025-12-10,5.69,11015525,,,,,,,,,,
2025-12-11,5.64,9953512,,,,,,,,,,
2025-12-12,5.73,10623814,,,,,,,,,,
2025-12-15,5.78,5703355,,,,,,,,,,
2025-12-16,5.78,10452727,,,,,,,,,,
2025-12-17,5.77,15395910,,,,,,,,,,
2025-12-18,5.69,8506908,,,,,,,,,,
2025-12-19,5.69,6968601,,,,,,,,,,
2025-12-22,5.81,12480071,,,,,,,,,,
2025-12-23,5.78,7378393,,,,,,,,,,
2025-12-24,5.71,11142965,,,,,,,,,,
2025-12-26,5.69,6978558,,,,,,,,,,
2025-12-29,5.7,6301316,,,,,,,,,,
2025-12-30,5.66,8584793,,,,,,,,,,
2025-12-31,5.64,7554369,,,,,,,,,,
2026-01-02,5.64,6694984,,,,,,,,,,
2026-01-05,5.69,13185062,,,,,,,,,,
2026-01-06,5.77,13476039,,,,,,,,,,
2026-01-07,5.79,21097477,,,,,,,,,,
2026-01-08,5.69,15735506,,,,,,,,,,
2026-01-09,5.67,10453629,,,,,,,,,,
2026-01-12,5.93,83110123,,,,,,,,,,
2026-01-13,6.05,70465421,,,,,,,,,,
2026-01-14,6.43,85845781,,,,,,,,,,
2026-01-15,6.32,75788047,,,,,,,,,,
2026-01-16,6.28,49420408,,,,,,,,,,
2026-01-19,6.53,62287707,,,,,,,,,,
2026-01-20,6.42,32966472,,,,,,,,,,
2026-01-21,6.28,30117419,,,,,,,,,,
2026-01-22,6.27,36635707,,,,,,,,,,
2026-01-23,6.05,32741161,,,,,,,,,,
2026-01-26,6.06,12507331,,,,,,,,,,
2026-01-27,5.99,16274372,,,,,,,,,,
2026-01-28,5.99,20534009,,,,,,,,,,
2026-01-29,6.16,56815485,,,,,,,,,,
2026-01-30,5.97,20814944,,,,,,,,,,
2026-02-02,5.86,19110944,,,,,,,,,,
2026-02-03,5.96,14608829,,,,,,,,,,
2026-02-04,6.06,17510090,,,,,,,,,,
2026-02-05,5.9,22726259,,,,,,,,,,
2026-02-06,5.85,12520620,,,,,,,,,,
2026-02-09,5.86,8900043,,,,,,,,,,
2026-02-10,5.83,6663651,,,,,,,,,,
2026-02-11,5.8,9440230,,,,,,,,,,
2026-02-23,5.9,11040253,,,,,,,,,,
2026-02-24,6.02,26311338,,,,,,,,,,
2026-02-25,6.01,23643768,,,,,,,,,,
2026-02-26,6.07,27490173,,,,,,,,,,
2026-03-02,5.98,14880342,,,,,,,,,,
