2025-04-29,36.1,1413286,,,,,,,,,,
2025-04-30,35.1,1509476,,,,,,,,,,
2025-05-02,36.6,3048873,,,,,,,,,,
2025-05-05,35.7,1986807,,,,,,,,,,
2025-05-06,35.75,925165,,,,,,,,,,
2025-05-07,35.1,1850093,,,,,,,,,,
2025-05-08,35.45,1113870,,,,,,,,,,
2025-05-09,36.35,2292240,,,,,,,,,,
2025-05-12,36.5,2200351,,,,,,,,,,
2025-05-13,36.95,3700846,,,,,,,,,,
2025-05-14,36.45,2289751,,,,,,,,,,
2025-05-15,36.65,1185473,,,,,,,,,,
2025-05-16,36.9,890940,,,,,,,,,,
2025-05-19,36.5,1186246,,,,,,,,,,
2025-05-20,36.6,1700922,,,,,,,,,,
2025-05-21,37.0,1948027,,,,,,,,,,
2025-05-22,36.2,4715730,,,,,,,,,,
2025-05-23,35.65,1755724,,,,,,,,,,
2025-05-26,35.7,1427892,,,,,,,,,,
2025-05-27,35.2,2075897,,,,,,,,,,
2025-05-28,35.2,1979245,,,,,,,,,,
2025-05-29,34.4,2006040,,,,,,,,,,
2025-06-02,33.1,2740622,,,,,,,,,,
2025-06-03,32.85,1296679,,,,,,,,,,
2025-06-04,33.15,1513308,,,,,,,,,,
2025-06-05,33.15,1652755,,,,,,,,,,
2025-06-06,33.1,865492,,,,,,,,,,
2025-06-09,33.55,2679895,,,,,,,,,,
2025-06-10,34.55,2541294,,,,,,,,,,
2025-06-11,33.9,3433480,,,,,,,,,,
2025-06-12,33.95,911093,,,,,,,,,,
2025-06-13,33.3,1528395,,,,,,,,,,
2025-06-16,33.65,903743,,,,,,,,,,
2025-06-17,33.65,1099949,,,,,,,,,,
2025-06-18,34.25,1750330,,,,,,,,,,
2025-06-19,33.6,842188,,,,,,,,,,
2025-06-20,34.15,3067096,,,,,,,,,,
2025-06-23,34.65,2292466,,,,,,,,,,
2025-06-24,35.5,3580966,,,,,,,,,,
2025-06-25,35.6,1426714,,,,,,,,,,
2025-06-26,35.95,1863283,,,,,,,,,,
2025-06-27,36.5,2674384,,,,,,,,,,
2025-06-30,35.4,2309788,,,,,,,,,,
2025-07-01,35.1,1737836,,,,,,,,,,
2025-07-02,34.9,715427,,,,,,,,,,
2025-07-03,35.7,1011279,,,,,,,,,,
2025-07-04,35.05,1065109,,,,,,,,,,
2025-07-07,34.75,1092247,,,,,,,,,,
2025-07-08,35.15,1432536,,,,,,,,,,
2025-07-09,35.0,933455,,,,,,,,,,
2025-07-10,34.75,1953492,,,,,,,,,,
2025-07-11,35.0,1053892,,,,,,,,,,
2025-07-14,34.35,1417270,,,,,,,,,,
2025-07-15,34.15,1536983,,,,,,,,,,
2025-07-16,34.5,1181095,,,,,,,,,,
2025-07-17,35.15,1099612,,,,,,,,,,
2025-07-18,35.45,1097059,,,,,,,,,,
2025-07-21,35.1,711381,,,,,,,,,,
2025-07-22,34.4,1116768,,,,,,,,,,
2025-07-23,35.6,1528527,,,,,,,,,,
2025-07-24,36.35,1805842,,,,,,,,,,
2025-07-25,36.15,1122561,,,,,,,,,,
2025-07-28,36.05,965176,,,,,,,,,,
2025-07-29,36.0,1300780,,,,,,,,,,
2025-07-30,36.45,1290901,,,,,,,,,,
2025-07-31,35.2,2092358,,,,,,,,,,
2025-08-04,35.6,1041140,,,,,,,,,,
2025-08-05,35.85,1070315,,,,,,,,,,
2025-08-06,35.2,1112364,,,,,,,,,,
2025-08-07,35.2,1194569,,,,,,,,,,
2025-08-08,34.25,2789479,,,,,,,,,,
2025-08-11,33.6,2579692,,,,,,,,,,
2025-08-12,34.45,1436234,,,,,,,,,,
2025-08-13,34.8,1894338,,,,,,,,,,
2025-08-14,35.15,1365766,,,,,,,,,,
2025-08-15,35.0,1274708,,,,,,,,,,
2025-08-18,38.5,8945703,,,,,,,,,,
2025-08-19,37.9,12672016,,,,,,,,,,
2025-08-20,36.3,4206407,,,,,,,,,,
2025-08-21,38.05,3985619,,,,,,,,,,
2025-08-22,37.3,2359331,,,,,,,,,,
2025-08-25,37.8,2562802,,,,,,,,,,
2025-08-26,38.2,2577796,,,,,,,,,,
2025-08-27,38.15,2315786,,,,,,,,,,
2025-08-28,38.15,1650576,,,,,,,,,,
2025-08-29,39.0,6122733,,,,,,,,,,
2025-09-01,38.05,2491414,,,,,,,,,,
2025-09-02,38.05,2337460,,,,,,,,,,
2025-09-03,38.1,1538554,,,,,,,,,,
2025-09-04,37.85,1801726,,,,,,,,,,
2025-09-05,37.5,1329650,,,,,,,,,,
2025-09-08,38.05,2515687,,,,,,,,,,
2025-09-09,37.5,2129545,,,,,,,,,,
2025-09-10,38.4,2597464,,,,,,,,,,
2025-09-11,37.7,3598133,,,,,,,,,,
2025-09-12,38.25,1591225,,,,,,,,,,
2025-09-15,37.65,2963413,,,,,,,,,,
2025-09-16,38.8,3235339,,,,,,,,,,
2025-09-17,40.05,6481416,,,,,,,,,,
2025-09-18,40.65,5499454,,,,,,,,,,
2025-09-19,39.15,10288532,,,,,,,,,,
2025-09-22,39.6,2085336,,,,,,,,,,
2025-09-23,39.75,2095442,,,,,,,,,,
2025-09-24,39.95,1838298,,,,,,,,,,
2025-09-25,40.35,4802933,,,,,,,,,,
