2024-08-09,78.83264923095703,14055840
2024-08-12,79.025390625,7971027
2024-08-13,79.69999694824219,7278096
2024-08-14,79.69999694824219,9961749
2024-08-15,78.0616683959961,7147592
2024-08-16,78.25440979003906,9057189
2024-08-19,77.5798110961914,5648702
2024-08-20,77.67617797851562,9015101
2024-08-21,78.73627471923828,6921661
2024-08-22,79.025390625,6565555
2024-08-23,78.83264923095703,4937904
2024-08-26,78.54353332519531,7009499
2024-08-27,80.3746109008789,13069623
2024-08-28,79.79637908935547,8115185
2024-08-29,79.21813201904297,9924955
2024-08-30,79.60363006591797,16861103
2024-09-02,79.410888671875,6388552
2024-09-03,80.08548736572266,6571697
2024-09-04,78.73627471923828,14367092
2024-09-05,79.12176513671875,7331485
2024-09-06,80.56735229492188,9356076
2024-09-09,80.95284271240234,10460326
2024-09-10,83.8440170288086,12366885
2024-09-11,82.9766616821289,7913567
2024-09-12,84.32587432861328,10693315
2024-09-13,84.03675842285156,6841488
2024-09-16,83.36215209960938,6889056
2024-09-18,83.65127563476562,7990627
2024-09-19,84.61499786376953,9120332
2024-09-20,84.90411376953125,10243234
2024-09-23,84.71137237548828,4720179
2024-09-24,86.25332641601562,7271892
2024-09-25,86.4460678100586,7218056
2024-09-26,86.34970092773438,7837852
2024-09-27,85.48234558105469,7081243
2024-09-30,84.03675842285156,12567300
2024-10-01,85.7714614868164,7493023
2024-10-04,83.94038391113281,12143292
2024-10-07,84.03675842285156,9246534
2024-10-08,84.13313293457031,7202790
2024-10-09,84.51861572265625,5262020
2024-10-11,83.45852661132812,5774139
2024-10-14,84.8077392578125,4507446
2024-10-15,85.28960418701172,10342798
2024-10-16,85.09686279296875,14318028
2024-10-17,86.4460678100586,6903586
2024-10-18,86.4460678100586,6897194
2024-10-21,86.25332641601562,4731681
2024-10-22,85.57872009277344,4287855
2024-10-23,84.90411376953125,4621700
2024-10-24,86.54244995117188,7193309
2024-10-25,85.67509460449219,3678451
2024-10-28,86.54244995117188,3955818
2024-10-29,85.86783599853516,6426741
2024-10-30,86.4460678100586,6423777
2024-11-01,85.38597106933594,13017343
2024-11-04,85.48234558105469,6739610
2024-11-05,86.92793273925781,6053131
2024-11-06,85.48234558105469,5353133
2024-11-07,85.00048065185547,3969179
2024-11-08,84.13313293457031,7188704
2024-11-11,83.8440170288086,5451434
2024-11-12,82.88029479980469,9588453
2024-11-13,83.74764251708984,8947889
2024-11-14,82.88029479980469,8425920
2024-11-15,82.78392028808594,8163607
2024-11-18,81.82019805908203,9380111
2024-11-19,81.62744903564453,11279461
2024-11-20,82.88029479980469,10666205
2024-11-21,82.39842987060547,9764517
2024-11-22,82.012939453125,5833039
2024-11-25,83.8440170288086,13763861
2024-11-26,82.9766616821289,4622144
2024-11-27,83.36215209960938,4359738
2024-11-28,82.78392028808594,4181807
2024-11-29,81.43470764160156,7456891
2024-12-02,82.49479675292969,4910520
2024-12-03,82.9766616821289,5585176
2024-12-04,83.36215209960938,5743285
2024-12-05,82.49479675292969,3132250
2024-12-06,83.26578521728516,4866776
2024-12-09,81.53107452392578,7115319
2024-12-10,81.91656494140625,4861761
2024-12-11,82.30205535888672,3823603
2024-12-12,81.2419662475586,4280034
2024-12-13,81.2419662475586,4969795
2024-12-16,82.59117126464844,6601529
2024-12-17,80.56735229492188,11422068
2024-12-18,81.0492172241211,9718636
2024-12-19,79.69999694824219,9240572
2024-12-20,78.0616683959961,15657890
2024-12-23,80.08548736572266,7795472
2024-12-24,80.3746109008789,3599342
2024-12-25,80.76010131835938,1434155
2024-12-26,79.410888671875,2455686
2024-12-27,79.79637908935547,1481660
2024-12-30,78.92902374267578,3567306
2024-12-31,77.96530151367188,6581622
2025-01-02,77.00157165527344,15801021
2025-01-03,76.71245574951172,14002175
2025-01-06,77.96530151367188,17088207
2025-01-07,76.61608123779297,16552693
2025-01-08,75.84510040283203,15621640
2025-01-09,75.74872589111328,6376767
2025-01-10,75.65235900878906,4431232
2025-01-13,75.17049407958984,6895308
2025-01-14,76.13422393798828,4765760
2025-01-15,74.88137817382812,5638876
2025-01-16,75.94148254394531,5577911
2025-01-17,75.65235900878906,5175190
2025-01-20,74.97775268554688,4168716
2025-01-21,75.55598449707031,4020739
2025-01-22,75.55598449707031,6581599
2025-02-03,76.32696533203125,14569120
2025-02-04,75.55598449707031,9804252
2025-02-05,76.32696533203125,7503709
2025-02-06,76.90520477294922,6266150
2025-02-07,76.71245574951172,5649239
2025-02-10,76.51971435546875,4908694
2025-02-11,76.2305908203125,4663804
2025-02-12,77.09794616699219,5608234
2025-02-13,77.96530151367188,8045594
2025-02-14,77.96530151367188,5801960
2025-02-17,78.35079193115234,4941389
2025-02-18,78.0616683959961,4384504
2025-02-19,78.54353332519531,5417806
2025-02-20,79.025390625,4229307
2025-02-21,79.79637908935547,5686326
2025-02-24,79.50725555419922,3969693
2025-02-25,79.12176513671875,4147049
2025-02-26,79.79637908935547,6327930
2025-02-27,78.54353332519531,12249905
2025-03-03,80.56735229492188,11912651
2025-03-04,78.54353332519531,7992384
2025-03-05,79.410888671875,5968109
2025-03-06,79.98912048339844,7919068
