2024-08-09,33.15,116000,,,,,,,,,
2024-08-12,33.1,227000,,,,,,,,,
2024-08-13,32.95,152040,,,,,,,,,
2024-08-14,32.95,218000,,,,,,,,,
2024-08-15,32.95,49000,,,,,,,,,
2024-08-16,33.3,82001,,,,,,,,,
2024-08-19,32.95,89002,,,,,,,,,
2024-08-20,32.95,215000,,,,,,,,,
2024-08-21,33.15,72001,,,,,,,,,
2024-08-22,32.95,193054,,,,,,,,,
2024-08-23,33.4,235438,,,,,,,,,
2024-08-26,33.05,70000,,,,,,,,,
2024-08-27,33.2,62000,,,,,,,,,
2024-08-28,33.05,90000,,,,,,,,,
2024-08-29,32.85,191000,,,,,,,,,
2024-08-30,32.85,131000,,,,,,,,,
2024-09-02,32.35,283001,,,,,,,,,
2024-09-03,31.9,176000,,,,,,,,,
2024-09-04,30.7,289000,,,,,,,,,
2024-09-05,30.55,155002,,,,,,,,,
2024-09-06,30.9,166063,,,,,,,,,
2024-09-09,31.2,305221,,,,,,,,,
2024-09-10,30.9,211000,,,,,,,,,
2024-09-11,30.6,140000,,,,,,,,,
2024-09-12,30.9,102000,,,,,,,,,
2024-09-13,30.95,230001,,,,,,,,,
2024-09-16,31.1,155001,,,,,,,,,
2024-09-18,30.9,197001,,,,,,,,,
2024-09-19,30.95,128000,,,,,,,,,
2024-09-20,30.95,184000,,,,,,,,,
2024-09-23,30.95,260001,,,,,,,,,
2024-09-24,30.85,87001,,,,,,,,,
2024-09-25,30.9,110000,,,,,,,,,
2024-09-26,30.9,150000,,,,,,,,,
2024-09-27,31.0,92059,,,,,,,,,
2024-09-30,31.1,80000,,,,,,,,,
2024-10-01,31.0,62000,,,,,,,,,
2024-10-04,32.15,714000,,,,,,,,,
2024-10-07,31.9,294014,,,,,,,,,
2024-10-08,31.85,88000,,,,,,,,,
2024-10-09,31.7,144000,,,,,,,,,
2024-10-11,31.95,157000,,,,,,,,,
2024-10-14,31.85,302000,,,,,,,,,
2024-10-15,31.75,123000,,,,,,,,,
2024-10-16,31.95,127000,,,,,,,,,
2024-10-17,31.8,75000,,,,,,,,,
2024-10-18,31.7,71000,,,,,,,,,
2024-10-21,31.7,103000,,,,,,,,,
2024-10-22,31.7,82000,,,,,,,,,
2024-10-23,31.55,79000,,,,,,,,,
2024-10-24,32.05,302000,,,,,,,,,
2024-10-25,31.9,280000,,,,,,,,,
2024-10-28,31.9,67001,,,,,,,,,
2024-10-29,31.9,177000,,,,,,,,,
2024-10-30,31.9,115001,,,,,,,,,
2024-11-01,31.9,423001,,,,,,,,,
2024-11-04,32.0,154001,,,,,,,,,
2024-11-05,32.5,357001,,,,,,,,,
2024-11-06,32.85,307001,,,,,,,,,
2024-11-07,32.2,233032,,,,,,,,,
2024-11-08,32.35,137000,,,,,,,,,
2024-11-11,32.55,73000,,,,,,,,,
2024-11-12,32.15,329000,,,,,,,,,
2024-11-13,31.45,167000,,,,,,,,,
2024-11-14,31.9,142000,,,,,,,,,
2024-11-15,31.9,443000,,,,,,,,,
2024-11-18,32.05,333000,,,,,,,,,
2024-11-19,31.9,254000,,,,,,,,,
2024-11-20,31.95,232025,,,,,,,,,
